type,client,tx,amount
withdrawal,70,44482,7124.4843
withdrawal,220,44483,9974.0239
withdrawal,445,44484,9704.631
withdrawal,330,44485,1658.46
deposit,267,44486,8436.9492
deposit,65,44488,3585.3989
withdrawal,218,44489,8762.7466
withdrawal,304,44490,1815.8832
withdrawal,375,44491,2864.4493
withdrawal,296,44493,4454.6893
withdrawal,406,44494,3423.0331
deposit,126,44495,2266.0593
withdrawal,352,44496,9275.1459
withdrawal,144,44497,9568.2653
dispute,244,140,
resolve,209,30911,
deposit,80,44502,9870.9827
deposit,386,44503,53.5882
withdrawal,43,44504,1246.1099
dispute,114,21817,
withdrawal,218,44506,216.2465
dispute,266,14721,
dispute,50,13450,
deposit,181,44509,3374.7953
deposit,490,44511,2565.9147
deposit,313,44512,2318.034
withdrawal,162,44513,9137.713
resolve,223,25596,
resolve,198,12955,
withdrawal,117,44516,5825.3641
withdrawal,117,44517,3141.5744
deposit,451,44518,5325.5902
dispute,455,22494,
dispute,227,43676,
deposit,339,44521,3587.6626
deposit,340,44522,2452.5559
deposit,330,44523,3658.4025
withdrawal,258,44524,833.6644
deposit,406,44525,3532.8862
deposit,53,44526,117.0639
resolve,461,19406,
withdrawal,492,44528,4399.3291
chargeback,402,33925,
deposit,486,44530,5657.1967
deposit,329,44531,387.3227
deposit,380,44532,2184.5406
deposit,119,44533,2246.4617
deposit,261,44534,5928.8762
deposit,281,44535,2648.613
deposit,103,44536,838.3026
withdrawal,263,44537,797.6831
withdrawal,84,44538,555.7567
deposit,377,44539,9066.1739
withdrawal,4,44540,7330.6323
deposit,280,44541,7776.4746
chargeback,237,38267,
deposit,244,44543,5642.7791
resolve,194,14589,
withdrawal,177,44546,7305.3926
deposit,482,44547,2156.4608
dispute,464,29071,
withdrawal,312,44549,8550.0214
resolve,192,25067,
deposit,406,44551,6717.7951
deposit,77,44552,1022.5888
withdrawal,248,44553,2647.1973
deposit,453,44556,3897.1167
resolve,446,15625,
deposit,98,44558,2094.6536
dispute,133,5213,
withdrawal,393,44561,5174.46
dispute,450,36032,
deposit,388,44564,1667.4806
withdrawal,159,44565,5039.4291
deposit,2,44566,7706.5429
resolve,405,27456,
deposit,284,44568,7108.5758
resolve,290,3496,
deposit,203,44570,67.856
deposit,319,44571,8559.1127
dispute,27,7519,
deposit,104,44573,6740.6199
deposit,500,44574,4180.6848
deposit,117,44575,9733.876
withdrawal,302,44577,6066.6676
resolve,324,30897,
withdrawal,273,44579,1881.1168
withdrawal,253,44580,2660.0349
deposit,215,44581,967.0371
withdrawal,160,44582,8278.7962
withdrawal,270,44583,4453.5562
withdrawal,38,44584,5675.0617
withdrawal,43,44585,4335.3348
resolve,179,38301,
withdrawal,47,44588,1871.3573
dispute,201,22814,
withdrawal,11,44590,8067.2137
deposit,62,44591,2394.0734
withdrawal,323,44592,6638.3225
withdrawal,131,44593,51.9616
withdrawal,157,44594,8650.5806
deposit,466,44595,5056.0158
dispute,314,10769,
deposit,29,44597,8511.2256
deposit,174,44598,6141.3615
resolve,167,42414,
deposit,374,44600,82.3495
dispute,102,42191,
deposit,191,44602,926.4805
deposit,19,44603,2645.285
deposit,347,44604,8432.6097
withdrawal,338,44605,8006.6832
withdrawal,320,44606,5000.5872
deposit,451,44607,8521.1121
deposit,164,44608,8728.9871
withdrawal,314,44609,6076.3592
withdrawal,470,44610,4377.3786
deposit,199,44611,8061.9257
deposit,77,44612,1563.4616
deposit,482,44613,790.1196
withdrawal,348,44614,7749.9343
dispute,55,10485,
deposit,83,44617,4236.8733
dispute,208,17801,
withdrawal,233,44619,7391.4426
dispute,180,7647,
deposit,184,44621,2383.9877
withdrawal,388,44622,2889.4987
deposit,465,44623,6961.4517
deposit,128,44624,7843.1589
dispute,141,33780,
withdrawal,90,44626,7064.0383
withdrawal,242,44627,5317.9236
deposit,306,44628,7930.2551
withdrawal,304,44629,2900.3535
dispute,179,28426,
withdrawal,151,44631,2073.6024
withdrawal,398,44632,7149.5704
withdrawal,250,44633,9207.6333
deposit,499,44634,58.6543
withdrawal,457,44635,2519.9944
deposit,71,44636,445.5324
dispute,118,33978,
withdrawal,394,44639,8803.2392
withdrawal,85,44640,9432.552
deposit,147,44641,4250.9321
withdrawal,255,44643,8580.9288
deposit,69,44644,707.0645
chargeback,120,15664,
withdrawal,151,44646,1797.5786
withdrawal,61,44647,7475.3026
withdrawal,259,44648,4027.4824
withdrawal,56,44649,3779.2274
chargeback,404,15380,
withdrawal,427,44651,5459.033
deposit,76,44653,27.0785
withdrawal,422,44654,425.0993
withdrawal,264,44655,2660.5011
deposit,458,44656,6457.9533
withdrawal,307,44657,9629.2798
chargeback,267,27166,
deposit,438,44659,1960.4781
withdrawal,176,44660,8589.3368
withdrawal,192,44661,3986.8851
withdrawal,359,44662,2670.6154
deposit,94,44664,3207.3657
dispute,468,27756,
withdrawal,84,44666,7606.2291
resolve,331,42497,
resolve,180,7647,
deposit,469,44669,3688.1844
deposit,243,44670,1384.7703
chargeback,77,16853,
withdrawal,474,44672,8502.4958
deposit,242,44673,851.3959
withdrawal,375,44675,2017.0491
withdrawal,427,44676,2242.373
withdrawal,118,44677,3847.6163
dispute,462,33537,
chargeback,370,14462,
deposit,279,44680,2366.6295
deposit,403,44681,4270.5448
withdrawal,231,44682,377.1741
withdrawal,327,44683,6398.353
withdrawal,235,44684,678.2562
deposit,379,44685,315.919
withdrawal,70,44686,7352.0756
deposit,41,44687,4900.0663
withdrawal,156,44688,6026.966
deposit,175,44689,5325.5822
withdrawal,318,44690,552.2466
deposit,137,44692,5132.5384
withdrawal,182,44693,1553.5151
resolve,398,42593,
deposit,183,44695,8736.9728
withdrawal,122,44697,8543.8817
deposit,357,44698,3727.6158
resolve,437,17700,
deposit,263,44700,2482.0682
resolve,109,26126,
dispute,359,24153,
withdrawal,122,44703,8934.9303
deposit,297,44704,201.9782
withdrawal,90,44705,527.7805
withdrawal,434,44706,2203.1961
withdrawal,338,44707,6322.718
withdrawal,335,44708,7579.1689
deposit,386,44709,2015.2853
withdrawal,423,44711,4416.2661
chargeback,332,14522,
withdrawal,162,44713,1710.4257
withdrawal,156,44714,2197.4238
withdrawal,423,44715,9026.179
withdrawal,426,44716,3777.9012
withdrawal,298,44717,3009.4649
withdrawal,260,44718,5361.6949
deposit,25,44720,3095.8976
withdrawal,182,44721,1487.6055
withdrawal,198,44722,1310.1585
withdrawal,448,44723,7935.1354
withdrawal,299,44724,1323.9538
deposit,121,44725,6681.4925
deposit,21,44727,8738.3113
chargeback,469,36368,
withdrawal,340,44729,7018.0196
deposit,365,44730,4918.6687
deposit,57,44731,7178.23
deposit,390,44733,2437.1611
withdrawal,16,44734,200.2827
deposit,466,44735,4424.3821
resolve,497,23900,
withdrawal,197,44737,5352.2952
withdrawal,268,44738,8911.2995
resolve,103,24419,
withdrawal,446,44740,7718.278
deposit,263,44741,5463.7674
dispute,161,7890,
withdrawal,427,44743,3274.2145
dispute,117,31972,
withdrawal,181,44745,5629.5419
deposit,230,44746,2912.3877
deposit,182,44747,9560.4869
dispute,13,3463,
deposit,2,44751,1642.127
resolve,360,7430,
deposit,1,44753,8854.7959
withdrawal,94,44754,6275.2796
withdrawal,162,44755,2833.3625
chargeback,204,24180,
deposit,325,44757,4097.2891
withdrawal,44,44758,4079.3052
withdrawal,489,44760,7706.9223
deposit,394,44761,4205.4559
deposit,235,44762,9184.345
chargeback,147,24307,
deposit,438,44764,2819.5861
withdrawal,27,44766,134.0903
deposit,174,44767,893.0612
chargeback,420,38956,
withdrawal,283,44769,9958.3218
deposit,442,44770,9589.798
chargeback,182,22633,
resolve,214,12973,
withdrawal,412,44774,6861.6572
withdrawal,348,44775,5852.4027
chargeback,106,17096,
withdrawal,396,44777,3800.8702
resolve,278,35752,
resolve,440,13383,
resolve,313,11683,
dispute,145,18225,
withdrawal,117,44784,3065.793
withdrawal,132,44785,2884.4912
deposit,393,44786,3791.8522
resolve,340,15106,
withdrawal,19,44788,5010.4589
resolve,457,18592,
deposit,351,44790,4468.8927
withdrawal,415,44791,8229.7476
deposit,382,44792,5752.3322
deposit,273,44793,6924.3246
dispute,12,32360,
withdrawal,272,44795,994.244
deposit,382,44796,8329.1707
dispute,337,5313,
withdrawal,85,44798,7900.3007
chargeback,200,4457,
deposit,120,44801,3891.0253
dispute,151,34836,
chargeback,428,16166,
withdrawal,105,44804,4769.0596
deposit,190,44805,6862.7262
withdrawal,24,44806,3732.9421
withdrawal,452,44807,4565.2177
deposit,47,44808,3555.5216
deposit,338,44809,7271.7227
withdrawal,304,44810,3057.9691
withdrawal,472,44811,4898.3477
withdrawal,397,44812,7719.6118
deposit,154,44813,3252.3278
deposit,273,44815,6517.8292
deposit,273,44816,5330.7972
deposit,269,44817,9451.2476
withdrawal,415,44818,6683.3669
deposit,306,44819,9001.6417
resolve,360,35289,
deposit,7,44821,5670.8388
deposit,363,44822,5750.2848
resolve,43,36016,
chargeback,209,17863,
deposit,457,44825,7107.4898
deposit,205,44827,446.7521
deposit,196,44828,1791.22
deposit,382,44829,7287.1194
withdrawal,243,44830,1496.656
deposit,125,44831,2904.8725
withdrawal,257,44832,31.9957
withdrawal,466,44833,3839.9309
resolve,179,28426,
resolve,330,23859,
deposit,343,44836,2553.2899
deposit,402,44837,8790.6805
withdrawal,201,44838,77.7245
deposit,35,44840,4802.2305
deposit,205,44841,5381.0063
withdrawal,447,44842,3382.6462
chargeback,494,9947,
deposit,185,44844,6322.6353
resolve,408,31039,
withdrawal,83,44848,2705.4283
withdrawal,299,44849,5957.3641
withdrawal,149,44850,4412.355
deposit,459,44851,3646.9534
withdrawal,289,44852,3571.9324
deposit,235,44853,5093.3714
withdrawal,326,44855,1626.8836
dispute,421,27940,
chargeback,451,43775,
withdrawal,236,44858,7996.7615
deposit,384,44859,4817.2287
resolve,40,7885,
resolve,92,22519,
resolve,69,12890,
deposit,289,44863,7558.2178
deposit,295,44864,2486.7301
deposit,154,44865,7868.4983
withdrawal,221,44867,7337.1714
dispute,419,31968,
deposit,116,44869,6527.0771
withdrawal,155,44870,9694.5136
deposit,144,44871,7538.4536
deposit,390,44872,4954.9452
withdrawal,464,44873,7677.7474
deposit,171,44874,5852.4085
withdrawal,15,44876,6231.4348
dispute,60,41049,
withdrawal,189,44878,3067.3472
withdrawal,123,44879,5675.9238
withdrawal,230,44880,1789.6162
withdrawal,440,44881,8843.332
withdrawal,463,44883,5555.3607
deposit,268,44884,802.6937
deposit,261,44885,7050.9352
withdrawal,253,44886,6414.1683
deposit,412,44887,3699.5352
resolve,413,6570,
dispute,3,35205,
deposit,305,44890,7091.2555
deposit,391,44891,6960.4634
withdrawal,87,44892,6535.4729
withdrawal,169,44894,5896.523
chargeback,221,29850,
withdrawal,299,44896,3787.6745
withdrawal,262,44897,5976.3691
chargeback,374,2708,
deposit,481,44899,7378.0945
chargeback,252,30406,
deposit,380,44901,5228.3589
withdrawal,69,44902,3968.658
deposit,205,44903,7876.5822
deposit,426,44904,2843.3541
deposit,27,44905,3050.6427
chargeback,301,10534,
withdrawal,356,44907,2237.3808
dispute,202,26693,
deposit,286,44909,2234.1589
withdrawal,262,44911,5305.8597
withdrawal,226,44912,1504.4462
withdrawal,185,44913,3903.8998
deposit,402,44914,6077.1598
dispute,238,20903,
deposit,416,44916,3690.1012
deposit,16,44917,8110.2471
withdrawal,158,44918,435.6413
withdrawal,289,44919,8352.1819
deposit,183,44920,8972.7565
dispute,26,9606,
deposit,489,44922,2668.73
withdrawal,499,44924,2188.8722
withdrawal,118,44925,5840.4849
withdrawal,379,44926,9414.6823
withdrawal,83,44927,7134.413
dispute,401,15744,
deposit,34,44929,297.6654
withdrawal,27,44930,8991.0809
deposit,2,44931,457.8699
withdrawal,73,44932,3922.7378
deposit,484,44933,8049.6181
withdrawal,253,44934,5578.0582
deposit,221,44935,2093.5713
dispute,283,4377,
deposit,78,44937,5486.5461
withdrawal,190,44938,4660.6754
chargeback,310,22812,
deposit,474,44940,9117.0988
deposit,362,44941,7073.8371
withdrawal,9,44944,5156.0265
deposit,63,44945,6809.9703
deposit,145,44946,504.39
dispute,70,7481,
withdrawal,176,44948,9616.9549
withdrawal,461,44949,103.3535
deposit,330,44950,6868.3972
deposit,324,44951,6907.3888
deposit,307,44952,221.7828
resolve,111,16649,
deposit,146,44954,7082.5437
dispute,2,37320,
deposit,403,44956,2684.6293
deposit,29,44957,4065.7914
deposit,309,44958,7173.2533
deposit,50,44959,1760.509
deposit,231,44960,7867.6004
deposit,272,44961,4259.1069
withdrawal,151,44963,5334.4892
withdrawal,276,44964,1018.4694
withdrawal,250,44965,200.5299
withdrawal,8,44966,7451.3476
withdrawal,133,44967,2383.5905
withdrawal,17,44968,4311.4692
withdrawal,180,44970,4720.8279
deposit,198,44971,8879.8994
withdrawal,138,44972,5493.9882
deposit,338,44973,1746.0136
withdrawal,291,44974,6060.2388
deposit,265,44975,1364.5036
withdrawal,317,44976,266.2857
withdrawal,126,44977,9162.1224
withdrawal,86,44978,5619.0321
chargeback,484,2795,
dispute,333,5025,
deposit,320,44981,124.7826
dispute,212,34132,
resolve,294,42466,
withdrawal,187,44984,9041.2363
withdrawal,114,44985,7471.5884
dispute,451,14059,
dispute,83,13598,
deposit,121,44988,1396.8109
deposit,410,44989,2405.3719
deposit,407,44990,9959.6392
withdrawal,157,44991,8019.2503
chargeback,172,26853,
withdrawal,468,44993,3221.6076
withdrawal,62,44994,9433.1587
deposit,268,44995,6810.2085
dispute,422,31447,
dispute,181,34277,
deposit,92,44998,211.8087
withdrawal,437,44999,1904.7757
deposit,269,45000,9801.6806
deposit,107,45002,7863.7178
withdrawal,217,45003,497.2647
dispute,479,39434,
deposit,389,45006,8026.0553
dispute,48,9218,
chargeback,472,25945,
dispute,354,33902,
dispute,280,18793,
chargeback,415,35615,
deposit,225,45012,1463.8661
withdrawal,160,45013,4280.1699
deposit,222,45014,4960.0767
withdrawal,125,45015,8218.5062
resolve,450,36032,
dispute,126,18014,
deposit,117,45019,3060.7581
deposit,301,45020,1252.9797
resolve,3,35205,
chargeback,457,32937,
deposit,379,45023,3348.0767
deposit,130,45025,2111.0521
deposit,213,45026,9071.0052
deposit,367,45027,1198.9567
deposit,172,45028,4233.5299
withdrawal,193,45029,3981.2926
deposit,393,45030,9611.2707
dispute,279,10086,
resolve,288,37942,
deposit,109,45034,4839.4995
withdrawal,5,45035,8771.7357
deposit,219,45036,8123.5209
resolve,327,14216,
withdrawal,443,45038,2281.5113
deposit,418,45039,5805.5754
dispute,26,21983,
resolve,422,31447,
deposit,335,45042,8169.8115
deposit,295,45045,9352.4601
withdrawal,83,45046,5201.5918
deposit,323,45047,6974.0372
deposit,412,45048,5282.1967
deposit,104,45049,3175.2529
deposit,228,45050,362.9765
withdrawal,191,45051,6961.5412
withdrawal,68,45052,2641.7522
withdrawal,146,45053,6706.9671
deposit,473,45054,6716.0742
withdrawal,301,45056,9327.8404
deposit,341,45057,2604.3998
dispute,491,24651,
deposit,105,45059,5195.1547
withdrawal,285,45060,1537.7285
withdrawal,86,45064,279.3528
deposit,490,45065,2240.3197
withdrawal,108,45066,9972.3607
dispute,272,30725,
deposit,225,45068,5568.5181
deposit,118,45069,3907.721
deposit,267,45071,496.0676
withdrawal,360,45072,3033.5614
deposit,237,45074,6207.8411
deposit,360,45075,1121.8138
deposit,158,45076,547.0414
dispute,242,27885,
deposit,280,45078,2879.3077
withdrawal,473,45080,7031.4415
dispute,159,22213,
withdrawal,163,45082,3034.0648
chargeback,495,13531,
deposit,477,45085,5932.0684
deposit,352,45086,3652.8616
withdrawal,441,45087,4303.4351
deposit,217,45089,8614.4693
withdrawal,60,45090,9434.8144
deposit,279,45092,1925.7456
deposit,312,45093,3598.5622
dispute,322,35702,
withdrawal,185,45095,4226.9354
dispute,417,29706,
dispute,324,14461,
dispute,438,26721,
withdrawal,443,45100,3472.9373
deposit,163,45101,4387.6781
deposit,372,45102,3325.5133
deposit,445,45103,9220.7427
withdrawal,304,45104,1151.4435
withdrawal,258,45105,1496.2803
deposit,412,45106,9963.4432
withdrawal,235,45107,911.4512
dispute,244,7810,
withdrawal,375,45109,3707.9239
deposit,205,45110,1244.557
deposit,215,45111,3508.7267
withdrawal,174,45112,706.1446
deposit,423,45114,3228.3829
withdrawal,488,45115,1566.4195
deposit,194,45116,2687.6697
withdrawal,426,45117,9619.3539
deposit,218,45118,4934.3966
deposit,210,45119,1888.3336
deposit,2,45120,8772.5078
withdrawal,411,45121,4673.7162
withdrawal,105,45122,945.5506
chargeback,304,19347,
withdrawal,64,45124,465.191
deposit,387,45125,7021.7835
dispute,460,37866,
deposit,240,45127,4918.0922
withdrawal,343,45129,1751.1245
deposit,258,45130,1932.4749
deposit,393,45131,4286.7864
deposit,298,45134,8666.8627
deposit,211,45135,6705.1327
deposit,116,45136,1546.2306
deposit,299,45137,2878.0069
deposit,142,45138,2909.6057
withdrawal,166,45139,157.1594
deposit,139,45140,8735.5703
withdrawal,203,45141,9747.2575
dispute,198,15693,
withdrawal,127,45143,236.8586
deposit,414,45144,8215.6508
deposit,22,45145,510.7104
withdrawal,66,45146,6913.1562
withdrawal,220,45147,9495.3595
dispute,284,8024,
deposit,45,45149,7643.6342
withdrawal,284,45150,1989.9801
withdrawal,215,45151,9412.392
deposit,6,45152,2007.9639
withdrawal,427,45153,2465.2011
deposit,76,45155,8434.5677
withdrawal,38,45156,4916.1458
withdrawal,394,45157,4520.3669
deposit,264,45158,2498.6248
deposit,67,45159,3329.4443
withdrawal,405,45160,5048.255
dispute,460,34015,
withdrawal,153,45162,9814.3273
deposit,425,45163,1635.3434
withdrawal,125,45164,2783.6506
deposit,112,45167,7525.8427
deposit,415,45168,737.7967
deposit,25,45170,3497.7937
deposit,465,45171,3907.4847
deposit,484,45172,6275.3858
chargeback,18,36385,
withdrawal,236,45174,2293.3639
chargeback,394,30666,
withdrawal,63,45176,9566.8656
deposit,165,45177,2792.0143
deposit,193,45178,2369.0174
dispute,56,1605,
chargeback,110,18285,
deposit,65,45181,6796.5796
withdrawal,191,45182,5344.8538
resolve,126,18014,
deposit,179,45184,6598.2306
deposit,248,45185,6240.5682
deposit,115,45186,6560.4392
withdrawal,253,45187,8752.2726
dispute,435,42167,
deposit,195,45191,389.7773
deposit,210,45192,4730.1519
deposit,356,45193,7689.2932
deposit,260,45194,4313.8368
dispute,415,10869,
withdrawal,359,45196,3580.7241
deposit,88,45197,2191.679
withdrawal,383,45199,8910.6178
deposit,96,45200,5339.719
resolve,145,18225,
dispute,260,24968,
withdrawal,269,45203,2298.1847
deposit,468,45204,9399.6616
withdrawal,289,45205,1600.9515
deposit,443,45206,6124.6118
deposit,45,45207,2030.286
withdrawal,391,45208,7136.3564
withdrawal,309,45209,386.2643
deposit,249,45210,1430.7362
withdrawal,471,45211,9691.8468
deposit,362,45212,8097.9902
withdrawal,36,45213,4278.4944
deposit,390,45214,9878.9453
deposit,41,45215,4459.0087
resolve,125,21065,
withdrawal,472,45217,9780.7454
withdrawal,16,45218,3133.8593
dispute,177,14233,
withdrawal,176,45220,5508.2642
withdrawal,240,45221,8720.6694
deposit,180,45222,4734.4989
withdrawal,207,45223,3054.1509
withdrawal,412,45224,4127.8698
deposit,409,45225,1928.1616
resolve,69,16062,
withdrawal,254,45227,9159.5079
withdrawal,144,45229,8259.0537
withdrawal,152,45230,6668.1211
withdrawal,244,45231,4587.9438
deposit,69,45232,8796.6357
chargeback,297,24617,
deposit,288,45234,5629.041
withdrawal,495,45235,4969.9602
deposit,320,45237,6809.6493
deposit,495,45238,7649.3261
withdrawal,345,45239,1804.3858
deposit,435,45240,7691.4403
deposit,433,45241,9328.084
deposit,188,45242,9547.1519
chargeback,351,32246,
dispute,41,44687,
dispute,86,28293,
deposit,450,45247,7134.8757
withdrawal,138,45248,1348.6641
withdrawal,136,45249,4039.3628
deposit,321,45250,3092.4932
withdrawal,304,45251,6545.9821
deposit,296,45252,934.2039
dispute,264,16769,
withdrawal,361,45254,7730.0557
deposit,120,45255,6645.3883
dispute,55,23551,
deposit,308,45257,2332.1621
withdrawal,435,45258,236.6759
chargeback,465,14581,
withdrawal,89,45260,8273.4391
deposit,320,45261,6010.0807
withdrawal,23,45262,7494.8465
deposit,85,45263,9179.1569
deposit,12,45264,8066.3308
deposit,452,45266,4582.6841
deposit,273,45267,4112.4815
resolve,35,43020,
withdrawal,290,45269,9269.92
deposit,190,45270,4122.4702
dispute,45,9345,
withdrawal,217,45273,2789.4984
deposit,160,45274,1076.8565
withdrawal,387,45275,9501.3009
withdrawal,275,45276,6412.9169
